Date,perfect_foresight_returns
2003-12-05,0.0
2003-12-12,0.002943822261514839
2003-12-19,0.00160620121881762
2003-12-26,0.0
2004-01-02,0.0014329143763683388
2004-01-09,0.0
2004-01-16,0.0026291786725546567
2004-01-23,0.0015374380893063875
2004-01-30,0.0
2004-02-06,0.0
2004-02-13,0.0011594027319139658
2004-02-20,0.0
2004-02-27,0.00038830238347328593
2004-03-05,0.0
2004-03-12,0.0
2004-03-19,0.0
2004-03-26,0.0004916029026966382
2004-04-02,0.0013248585915460768
2004-04-09,0.0
2004-04-16,0.000549166298148588
2004-04-23,0.0013510543144502486
2004-04-30,0.0
2004-05-07,0.0011449935921796369
2004-05-14,0.0
2004-05-21,0.0
2004-05-28,0.0
2004-06-04,0.0006694875516532845
2004-06-11,4.948346803151115e-05
2004-06-18,0.0006507966399245232
2004-06-25,0.0
2004-07-02,0.0
2004-07-09,0.00015704661196010294
2004-07-16,0.0
2004-07-23,0.0007305653559004944
2004-07-30,0.0009749207295149005
2004-08-06,0.0
2004-08-13,0.0009002365721715193
2004-08-20,0.0003755824375519376
2004-08-27,0.0002150108610198904
2004-09-03,0.0006618705879364398
2004-09-10,0.0
2004-09-17,0.0004663195058521582
2004-09-24,0.0
2004-10-01,0.0002669046414450148
2004-10-08,0.0
2004-10-15,0.00041843382121801754
2004-10-22,0.0
2004-10-29,0.0004798914272174702
2004-11-05,0.0017838127611905787
2004-11-12,0.0
2004-11-19,0.0017377125528672127
2004-11-26,0.0001428184874606447
2004-12-03,0.000540542445162417
2004-12-10,0.000672069137768415
2004-12-17,0.0018597372278148713
2004-12-24,0.0004936352450441888
2004-12-31,0.0
2005-01-07,0.000797619999999951
2005-01-14,0.0
2005-01-21,0.0
2005-01-28,0.0
2005-02-04,0.0003066316429989126
2005-02-11,0.0010692317989920977
2005-02-18,0.0008664469146532002
2005-02-25,0.0001494993299478009
2005-03-04,0.0011314207145101654
2005-03-11,0.000764980741613586
2005-03-18,0.0
2005-03-25,0.0
2005-04-01,0.0
2005-04-08,0.00014762235654536718
2005-04-15,0.0
2005-04-22,0.0011481588765196017
2005-04-29,0.0002804927111694472
2005-05-06,0.0005701672415502476
2005-05-13,0.0
2005-05-20,0.000959965935586822
2005-05-27,0.0005823322088048566
2005-06-03,0.0021060517735762957
2005-06-10,0.0003853492969478506
2005-06-17,-1.3625767430011326e-16
2005-06-24,0.0007498442329415256
2005-07-01,0.00036122890850761577
2005-07-08,0.0016863461061065745
2005-07-15,0.0013745052687460135
2005-07-22,1.356907694587002e-16
2005-07-29,0.0005226106608855368
2005-08-05,0.0007622895672162346
2005-08-12,0.00020418117800344315
2005-08-19,0.001708686414126865
2005-08-26,0.0001251278664633321
2005-09-02,0.0
2005-09-09,0.0
2005-09-16,0.0
2005-09-23,0.0
2005-09-30,0.00012582064320874116
2005-10-07,0.0
2005-10-14,0.0
2005-10-21,0.0
2005-10-28,0.0
2005-11-04,0.0
2005-11-11,0.0
2005-11-18,0.0
2005-11-25,0.0
2005-12-02,1.6220739863935228e-05
2005-12-09,0.0
2005-12-16,0.00030673954580279634
2005-12-23,0.00010601649737209893
2005-12-30,0.0003586164972595211
2006-01-06,0.00018875999999975026
2006-01-13,0.0
2006-01-20,0.0
2006-01-27,0.00023444321866670706
2006-02-03,0.0002638468480329915
2006-02-10,0.00031193857519148564
2006-02-17,0.0
2006-02-24,0.0
2006-03-03,0.0
2006-03-10,3.2648012561205795e-05
2006-03-17,-1.3497812989884966e-16
2006-03-24,0.00023947076390604382
2006-03-31,0.0002429661533776952
2006-04-07,0.0004489649837829902
2006-04-14,0.00018413374742557703
2006-04-21,0.0
2006-04-28,0.00014238634087818534
2006-05-05,0.0003030077841549947
2006-05-12,0.00025587146862811
2006-05-19,0.0
2006-05-26,0.0
2006-06-02,0.0
2006-06-09,0.00030159040782080763
2006-06-16,-1.3469253777509879e-16
2006-06-23,8.541770106607238e-05
2006-06-30,0.0
2006-07-07,0.0
2006-07-14,0.0004955466838631395
2006-07-21,1.3461432594800486e-16
2006-07-28,8.424419892052381e-05
2006-08-04,0.0003678430200713779
2006-08-11,0.000679881696443028
2006-08-18,2.116469718537457e-05
2006-08-25,0.0005533896329689731
2006-09-01,0.0003515698634541638
2006-09-08,1.3433763152146635e-16
2006-09-15,2.9826680614984787e-05
2006-09-22,0.0005593084955278783
2006-09-29,0.00072702902688363
2006-10-06,0.0011505083051855096
2006-10-13,0.0
2006-10-20,0.0005901968644616845
2006-10-27,1.14234951795559e-05
2006-11-03,0.0010780489191895611
2006-11-10,2.5418714879667422e-05
2006-11-17,0.0006495485507248883
2006-11-24,0.00032058669333398027
2006-12-01,1.336489348890921e-16
2006-12-08,0.000130449467097901
2006-12-15,0.0
2006-12-22,0.0004096521260702296
2006-12-29,0.00023607744166698224
2007-01-05,0.0005573899999997272
2007-01-12,0.00027544646889266975
2007-01-19,0.00023452464331760652
2007-01-26,0.0006575978761715696
2007-02-02,0.000791553770276804
2007-02-09,0.0008969905436100464
2007-02-16,1.330903289946651e-16
2007-02-23,0.00048282743169839
2007-03-02,-1.3302610034428703e-16
2007-03-09,0.0004687041163562366
2007-03-16,0.0
2007-03-23,0.0
2007-03-30,0.0
2007-04-06,0.0001573413729854579
2007-04-13,0.0
2007-04-20,0.0
2007-04-27,0.0
2007-05-04,0.0
2007-05-11,1.3294286226095106e-16
2007-05-18,0.000179326404365422
2007-05-25,0.0
2007-06-01,0.0007834140296405719
2007-06-08,0.0
2007-06-15,-1.3281497725335371e-16
2007-06-22,0.0013553788842050653
2007-06-29,0.0
2007-07-06,0.0
2007-07-13,0.0
2007-07-20,0.0
2007-07-27,0.0
2007-08-03,0.0
2007-08-10,1.520732749529103e-05
2007-08-17,0.0
2007-08-24,0.0
2007-08-31,0.0
2007-09-07,0.0
2007-09-14,0.0
2007-09-21,0.0
2007-09-28,0.0005832463105265724
2007-10-05,0.005631571899462199
2007-10-12,0.00036504364788850175
2007-10-19,0.0
2007-10-26,0.0
2007-11-02,2.2551879863e-05
2007-11-09,0.0
2007-11-16,0.0
2007-11-23,0.0
2007-11-30,1.317624874025285e-16
2007-12-07,0.0022557972788872405
2007-12-14,0.003005862907134629
2007-12-21,0.0
2007-12-28,1.310719426317878e-16
2008-01-04,0.00013868230331652104
2008-01-11,0.0
2008-01-18,0.0
2008-01-25,0.0001859622585860185
2008-02-01,0.001816699280216511
2008-02-08,0.0
2008-02-15,0.0
2008-02-22,0.0
2008-02-29,0.0
2008-03-07,0.0
2008-03-14,0.0
2008-03-21,0.0
2008-03-28,0.0
2008-04-04,0.0
2008-04-11,0.0
2008-04-18,-1.307917919157789e-16
2008-04-25,0.004703922425778128
2008-05-02,0.006465341560075114
2008-05-09,0.00015708094203980384
2008-05-16,0.0005966635871618017
2008-05-23,0.0007258874282489424
2008-05-30,0.00032293346584156434
2008-06-06,0.0
2008-06-13,0.00030716063787378483
2008-06-20,0.0008404048380520286
2008-06-27,0.0
2008-07-04,0.0
2008-07-11,0.0
2008-07-18,-1.2896228981475955e-16
2008-07-25,0.00059789864829976
2008-08-01,2.7751900493637982e-05
2008-08-08,0.000726405688154942
2008-08-15,0.0
2008-08-22,0.0
2008-08-29,0.0
2008-09-05,-1.2878810039075512e-16
2008-09-12,0.0032204179015270723
2008-09-19,0.0
2008-09-26,0.0
2008-10-03,0.0
2008-10-10,0.0
2008-10-17,0.0013951090417973577
2008-10-24,0.0
2008-10-31,0.001413291490754275
2008-11-07,0.0009228081462057721
2008-11-14,0.002611902225068548
2008-11-21,0.0
2008-11-28,0.0
2008-12-05,0.0
2008-12-12,0.0
2008-12-19,0.0
2008-12-26,0.0
2009-01-02,0.0
2009-01-09,0.009726952051631006
2009-01-16,0.003809315652594959
2009-01-23,1.258554264459077e-16
2009-01-30,0.0038507574297842943
2009-02-06,0.0016165239344696671
2009-02-13,0.002621242278640389
2009-02-20,0.0006263971165050428
2009-02-27,0.0
2009-03-06,-1.2476490970702027e-16
2009-03-13,0.00412863908393729
2009-03-20,0.006925939760133488
2009-03-27,0.00798605599646666
2009-04-03,1.224196262878695e-16
2009-04-10,0.0045705062643255105
2009-04-17,0.011586342613104416
2009-04-24,0.003468761682672991
2009-05-01,0.009092074698284033
2009-05-08,0.012300861430515429
2009-05-15,0.005153491995309907
2009-05-22,0.002225451275235472
2009-05-29,0.008852840859401634
2009-06-05,0.012718222323216634
2009-06-12,0.007903308059986697
2009-06-19,0.0
2009-06-26,0.0007040985881401203
2009-07-03,0.0006579290680279614
2009-07-10,0.0012034629541117737
2009-07-17,0.005607083693438917
2009-07-24,0.007307808723712128
2009-07-31,0.009839231205082956
2009-08-07,0.002631405357034225
2009-08-14,0.003589504721058597
2009-08-21,0.0004020455659456392
2009-08-28,0.0
2009-09-04,0.0
2009-09-11,0.00023616110321259226
2009-09-18,0.0
2009-09-25,0.0032534803284980573
2009-10-02,0.0026076350331310696
2009-10-09,0.0
2009-10-16,0.004131913803735357
2009-10-23,0.004394945830665011
2009-10-30,0.0031183389051321346
