Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0.973171166398838,2003-12-26,102.75684633161096,0.0,2004-01-30,103.09801113966472,0.0,0.33201175418791706,0.0033201175418791705,Long,Closed,0
1,0,0.9724736211610765,2004-02-20,103.17196227327727,0.0,2004-02-27,103.2120241921356,0.0,0.03895915930282001,0.000388302383473277,Long,Closed,1
2,0,0.9728700618137984,2004-04-02,103.16996570576056,0.0,2004-05-07,103.28143627034846,0.0,0.1084463750610496,0.0010804555746951876,Long,Closed,2
3,0,0.9752329211342782,2004-06-04,103.03119912285749,0.0,2004-07-02,102.9299159874781,0.0,-0.09877464797767743,-0.0009830336465230618,Long,Closed,3
4,0,0.9758445883850747,2004-07-16,102.86539868678685,0.0,2004-10-22,103.17804142040713,0.0,0.3050907197012691,0.0030393381799087094,Long,Closed,4
5,0,0.9753765135579089,2004-10-29,103.22755567796187,0.0,2005-01-14,103.94132857912366,0.0,0.6961973238072972,0.006914557808464802,Long,Closed,5
6,0,0.9758964373378387,2005-01-28,103.88595224370717,0.0,2005-03-18,104.24096912054893,0.0,0.3464597053046816,0.003417371349775222,Long,Closed,6
7,0,0.9796512949431488,2005-05-27,103.84142900080673,0.0,2005-08-19,104.82401213142928,0.0,0.9625888363036808,0.009462342150693276,Long,Closed,7
8,0,0.9795287286031992,2005-08-26,104.83712853642142,0.0,2005-09-02,104.80103919804615,0.0,-0.03535054373485025,-0.0003442419577785691,Long,Closed,8
9,0,0.981536469472844,2006-01-06,104.58666781590874,0.0,2006-01-20,104.5119714753024,0.0,-0.07331718244128638,-0.0007142051866287324,Long,Closed,9
10,0,0.9813064088398573,2006-01-27,104.53647359828427,0.0,2006-03-10,104.51265011467652,0.0,-0.023378137145186884,-0.0002278963770990619,Long,Closed,10
11,0,0.9813106306670772,2006-03-31,104.51220047687856,0.0,2006-05-19,104.63645213116855,0.0,0.1219294692327395,0.0011888722438437246,Long,Closed,11
12,0,0.9827459104177623,2006-07-28,104.48363279166752,0.0,2006-09-22,104.7454161003273,0.0,0.25726647600103547,0.002505495852941505,Long,Closed,12
13,0,0.9820319446886467,2006-09-29,104.82156905826524,0.0,2007-03-02,105.6065261536041,0.0,0.7708529428327751,0.007488507397771763,Long,Closed,13
