Date,RecessionProb,RecessionWarnings,spx,Close,Returns,MA_12,Vol_20,Price_above_MA,High_Volatility,Vol_Signal,Trend_Signal,Buy_Signal,Strategy_Value,BnH_Value,Strategy_Returns,BnH_Returns
1968-05-31,0.004805538483171202,0.1,98.68,98.68,,,,0,0,0,0,0,100.0,100.0,0.0,0.0
1968-06-30,0.007025556246683998,0.1,99.58,99.58,0.00912038913660318,,,0,0,0,0,0,100.0,100.91203891366031,0.0,0.009120389136603109
1968-07-31,0.005241552417534501,0.1,97.74,97.74,-0.018477605944968944,,,0,0,0,0,0,100.0,99.04742602351033,0.0,-0.018477605944968924
1968-08-31,0.02132692462753271,1.0,98.86,98.86,0.01145897278493968,,,0,0,0,0,0,100.0,100.18240778273206,0.0,0.011458972784939675
1968-09-30,0.009601837997308028,0.1,102.67,102.67,0.03853934857374064,,,0,0,0,0,0,100.0,104.0433725172274,0.0,0.03853934857374066
1968-10-31,0.013385427237820345,0.1,103.41,103.41,0.007207558196162367,,,0,0,0,0,0,100.0,104.79327117957033,0.0,0.007207558196162484
1968-11-30,0.01389565486138631,0.1,108.37,108.37,0.04796441349966152,,,0,0,0,0,0,100.0,109.81961897040941,0.0,0.04796441349966161
1968-12-31,0.010264108960420333,0.1,103.86,103.86,-0.04161668358401771,,,0,0,0,0,0,100.0,105.24929063640047,0.0,-0.04161668358401786
1969-01-31,0.02905910360821394,0.1,103.01,103.01,-0.008184093972655404,,,0,0,0,0,0,100.0,104.38792055127685,0.0,-0.008184093972655428
1969-02-28,0.004062988096526456,1.0,98.13,98.13,-0.047374041355208285,,,0,0,0,0,0,100.0,99.44264288609646,0.0,-0.047374041355208264
1969-03-31,0.002682068691830992,2.0,101.51,101.51,0.03444410475899318,,,0,0,0,0,0,100.0,102.86785569517633,0.0,0.0344441047589933
1969-04-30,0.004007983859612615,2.0,103.69,103.69,0.021475716678159618,101.62583333333333,,1,0,0,1,1,100.0,105.07701661937575,0.0,0.021475716678159697
1969-05-31,0.009225273864612952,3.0,103.46,103.46,-0.0022181502555694843,102.02416666666666,,1,0,0,1,1,99.77818497444305,104.843940008107,-0.0022181502555694978,-0.0022181502555695767
1969-06-30,0.0204636073657401,3.0,97.71,97.71,-0.05557703460274499,101.86833333333334,,0,0,0,0,0,94.23280933551933,99.01702472638831,-0.05557703460274503,-0.055577034602745
1969-07-31,0.07642162827018384,4.0,91.83,91.83,-0.06017807798587649,101.37583333333333,,0,0,0,0,0,94.23280933551933,93.05837049047426,0.0,-0.06017807798587646
1969-08-31,0.15137126638302928,5.0,95.51,95.51,0.0400740498747687,101.09666666666668,,0,0,0,0,0,94.23280933551933,96.78759627077422,0.0,0.04007404987476856
1969-09-30,0.2812994938579979,7.0,93.12,93.12,-0.025023557742644753,100.30083333333334,,0,0,0,0,0,94.23280933551933,94.36562626672071,0.0,-0.025023557742644746
1969-10-31,0.4262449480093511,9.0,97.24,97.24,0.044243986254295375,99.78666666666668,,0,0,0,0,0,94.23280933551933,98.54073773814349,0.0,0.044243986254295535
1969-11-30,0.6719430276349868,11.0,93.81,93.81,-0.03527354997943222,98.57333333333334,,0,0,0,0,0,94.23280933551933,95.06485610052695,0.0,-0.035273549979432335
1969-12-31,0.8380483124202232,12.0,92.06,92.06,-0.01865472764097642,97.58999999999999,,0,0,0,0,0,94.23280933551933,93.291447101743,0.0,-0.01865472764097646
1970-01-31,0.9621388708161113,13.0,85.02,85.02,-0.0764718661742343,96.09083333333332,0.1318484748841282,0,0,0,0,0,94.23280933551933,86.15727604377786,0.0,-0.07647186617423428
1970-02-28,0.9825875097167859,12.0,89.5,89.5,0.05269348388614459,95.37166666666667,0.13926726787414623,0,0,0,0,0,94.23280933551933,90.69720308066476,0.0,0.052693483886144456
1970-03-31,0.9875049016214428,12.0,89.63,89.63,0.0014525139664804954,94.38166666666667,0.13886326375762928,0,0,0,0,0,94.23280933551933,90.82894203486015,0.0,0.0014525139664805066
1970-04-30,0.9866602885077553,13.0,81.52,81.52,-0.09048309717728442,92.53416666666668,0.15357576138305815,0,0,0,0,0,94.23280933551933,82.61045804620997,0.0,-0.09048309717728435
1970-05-31,0.9860047163391878,13.0,76.55,76.55,-0.060966633954857685,90.29166666666667,0.1536076802563249,0,0,0,0,0,94.23280933551933,77.57397648966355,0.0,-0.06096663395485779
1970-06-30,0.9311942184794987,13.0,72.72,72.72,-0.05003265839320703,88.20916666666666,0.15509688414984357,0,0,0,0,0,94.23280933551933,73.69274422375354,0.0,-0.05003265839320709
1970-07-31,0.7229624791610367,10.0,78.05,78.05,0.0732948294829483,87.06083333333333,0.16279488515804802,0,0,0,0,0,94.23280933551933,79.09404134576408,0.0,0.07329482948294841
1970-08-31,0.5359021308290527,10.0,81.52,81.52,0.04445868033311973,85.895,0.16756311065508986,0,0,0,0,0,94.23280933551933,82.61045804620997,0.0,0.04445868033311982
1970-09-30,0.4536688681840449,10.0,84.21,84.21,0.03299803729146222,85.15249999999999,0.17098841363018527,0,0,0,0,0,94.23280933551933,85.33644102148358,0.0,0.032998037291462196
1970-10-31,0.49066024587900287,9.0,83.25,83.25,-0.011400071250445287,83.98666666666666,0.1681166802234356,0,0,0,0,0,94.23280933551933,84.36359951357925,0.0,-0.011400071250445282
1970-11-30,0.38798958428917707,9.0,87.2,87.2,0.047447447447447555,83.43583333333333,0.17042987027825268,1,0,0,1,1,94.23280933551933,88.3664369679773,0.0,0.04744744744744737
1970-12-31,0.11527643586591689,7.0,92.15,92.15,0.05676605504587151,83.44333333333333,0.17617185463080362,1,0,0,1,1,99.58203417738655,93.38265099310904,0.05676605504587158,0.056766055045871636
1971-01-31,0.030876510085310525,3.0,95.88,95.88,0.04047748236570792,84.34833333333333,0.17961353486606876,1,0,0,1,1,103.61286420974305,97.16254560194568,0.0404774823657081,0.04047748236570807
1971-02-28,0.008233493635901524,1.0,96.75,96.75,0.009073842302878665,84.9525,0.17445629280234062,1,0,0,1,1,104.55303100013184,98.04418321848398,0.009073842302878643,0.009073842302878532
1971-03-31,0.0037116653195166274,1.0,100.31,100.31,0.03679586563307491,85.84249999999999,0.16916608339092973,1,0,0,1,1,108.40015028034341,101.6518038102959,0.036795865633074964,0.03679586563307499
1971-04-30,0.0025634513763593833,1.0,103.95,103.95,0.03628750872295883,87.71166666666666,0.16870314290265043,1,0,0,1,1,112.33372167921141,105.34049452776651,0.03628750872295872,0.03628750872295878
1971-05-31,0.0013193306199694812,1.0,99.63,99.63,-0.04155844155844168,89.63499999999999,0.17105523369470244,1,0,0,1,1,107.66530727176365,100.962707742197,-0.04155844155844164,-0.04155844155844151
1971-06-30,0.0014389984673298265,1.0,99.7,99.7,0.0007025996185887617,91.88333333333334,0.16797219432595845,1,0,0,1,1,107.74095287558805,101.03364410214836,0.0007025996185889033,0.0007025996185888073
1971-07-31,0.0030725653500843714,1.0,95.58,95.58,-0.041323971915747326,93.34416666666668,0.16889167498832486,1,0,0,1,1,103.2886687647814,96.85853263072558,-0.041323971915747215,-0.04132397191574724
1971-08-31,0.009802410005652774,1.0,99.03,99.03,0.0360954174513497,94.80333333333334,0.16996799731956774,1,0,0,1,1,107.01691638184036,100.35468179975679,0.03609541745134956,0.036095417451349664
1971-09-30,0.014314312457074067,1.0,98.34,98.34,-0.006967585580127222,95.98083333333334,0.15700645073788067,1,0,0,1,1,106.27126685842858,99.65545196595055,-0.0069675855801271626,-0.006967585580127236
1971-10-31,0.015260413726812205,1.0,94.23,94.23,-0.04179377669310558,96.89583333333333,0.1571882287333086,0,0,0,0,0,101.82978926245399,95.4904742602351,-0.04179377669310552,-0.04179377669310555
1971-11-30,0.013074666543090483,1.0,93.99,93.99,-0.002546959567017004,97.46166666666666,0.15725271065236587,0,0,0,0,0,101.82978926245399,95.24726388325901,0.0,-0.0025469595670169778
1971-12-31,0.008940767019171285,1.0,102.09,102.09,0.08617938078519005,98.29,0.15003823612500675,1,0,0,1,1,101.82978926245399,103.45561410620186,0.0,0.08617938078519002
1972-01-31,0.006907637333564094,0.1,103.94,103.94,0.018121265550004928,98.96166666666666,0.1376774885424292,1,0,0,1,1,103.67507391457995,105.33036076205917,0.018121265550004925,0.018121265550004814
1972-02-29,0.0022918088581150567,0.1,106.57,106.57,0.025303059457379318,99.78000000000002,0.1267360039445187,1,0,0,1,1,106.29837047408876,107.99554114308876,0.025303059457379217,0.025303059457379217
1972-03-31,0.0005743159075696863,0.1,107.2,107.2,0.005911607394201157,100.35416666666667,0.11934540630285341,1,0,0,1,1,106.9267647069749,108.63396838265099,0.00591160739420097,0.005911607394201106
1972-04-30,0.0007720840089941625,0.1,107.67,107.67,0.004384328358209011,100.66416666666667,0.11744881329458592,1,0,0,1,1,107.39556675373123,109.11025537089583,0.0043843283582090595,0.004384328358209004
1972-05-31,0.0004560172342438168,0.1,109.53,109.53,0.01727500696572859,101.48916666666666,0.1165165867714064,1,0,0,1,1,109.2508259174903,110.99513579246047,0.017275006965728548,0.01727500696572854
1972-06-30,0.0006697492230048604,0.1,107.14,107.14,-0.02182050579749839,102.10916666666667,0.11820515795428543,1,0,0,1,1,106.86691763717621,108.57316578840697,-0.021820505797498425,-0.0218205057974984
1972-07-31,0.001144343129049357,0.1,107.39,107.39,0.0023333955572149012,103.09333333333332,0.11508389095788311,1,0,0,1,1,107.11628042800405,108.82650993109038,0.002333395557214841,0.0023333955572148236
1972-08-31,0.0007294584727520075,0.1,111.09,111.09,0.03445385976347892,104.09833333333334,0.11069196395378807,1,0,0,1,1,110.80684973225598,112.57600324280503,0.03445385976347896,0.03445385976347901
1972-09-30,0.0006133410973336665,0.1,110.55,110.55,-0.004860923575479403,105.11583333333334,0.10831956752342059,1,0,0,1,1,110.26822610406786,112.02877989460883,-0.004860923575479339,-0.004860923575479414
1972-10-31,0.00046856021523956643,0.1,111.58,111.58,0.009317051108095997,106.56166666666667,0.10832181815642858,1,0,0,1,1,111.29560080227853,113.07255776246453,0.009317051108095806,0.009317051108095886
1972-11-30,0.0002561640437908734,0.1,116.67,116.67,0.04561749417458327,108.45166666666667,0.1100249114491417,1,0,0,1,1,116.37262722353321,118.23064450749898,0.04561749417458327,0.045617494174583245
1972-12-31,0.00013987826940900936,0.1,118.05,118.05,0.011828233479043382,109.78166666666665,0.10766698873630802,1,0,0,1,1,117.74910982890286,119.62910417511146,0.011828233479043507,0.01182823347904346
1973-01-31,0.00012860825441431633,0.1,116.03,116.03,-0.01711139347734003,110.78916666666667,0.10225673055609723,1,0,0,1,1,115.73425847901397,117.58208350222942,-0.017111393477340055,-0.017111393477340097
1973-02-28,0.000208904027899254,0.1,111.68,111.68,-0.03749030423166422,111.21499999999999,0.10810346257073221,1,0,0,1,1,111.39534591860968,113.1738954195379,-0.037490304231664204,-0.03749030423166419
1973-03-31,0.0002679780006338977,1.0,111.52,111.52,-0.0014326647564470996,111.575,0.10123843987371345,0,0,0,0,0,111.23575373247985,113.0117551682205,-0.001432664756447123,-0.0014326647564470501
1973-04-30,0.0010622273931583169,1.0,106.97,106.97,-0.04079985652797702,111.51666666666667,0.1052691694024089,0,0,0,0,0,111.23575373247985,108.40089177138223,0.0,-0.04079985652797708
1973-05-31,0.003362160360925978,1.0,104.95,104.95,-0.01888379919603622,111.135,0.1064721623573651,0,0,0,0,0,111.23575373247985,106.3538710985002,0.0,-0.018883799196036128
